DO NOT USE	Batch User	Batch Name	Seq ID	*Model Name	*Model ID	*Model Version	Element Long  Name	*Element Physical Name	Element Description	Element Type	Characteristic Long Name	*Characteristic Physical Name	Characteristic Order	Characteristic Description	Characteristic Type	Characteristic Min Length	Characteristic Max Length	Characteristic Data Type	Characteristic UOM	Characteristic Mandatory?	Characteristic PK?	Characteristic Default	CDE ID	CDE Version	Element Mapping Group	Characteristic FK?	FK Element Name	FK Element Characteristic Name	Comments
	pihl	HTAN Batch 1	260	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	AJCC Pathologic M	AJCC Pathologic M		Code to represent the defined absence or presence of distant spread or metastases M to locations via vascular channels or lymphatics beyond the regional lymph nodes using criteria established by the American Joint Committee on Cancer AJCC 	Property					Yes			3045439	1 0					
	pihl	HTAN Batch 1	261	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	AJCC Pathologic N	AJCC Pathologic N		The codes that represent the stage of cancer based on the nodes present N stage according to criteria based on multiple editions of the AJCC s Cancer Staging Manual 	Property					Yes			3203106	1 0					
	pihl	HTAN Batch 1	262	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	AJCC Pathologic Stage	AJCC Pathologic Stage		The extent of a cancer especially whether the disease has spread from the original site to other parts of the body based on AJCC staging criteria 	Property					Yes			3203222	1 0					
	pihl	HTAN Batch 1	263	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	AJCC Pathologic T	AJCC Pathologic T		Code of pathological T primary tumor to define the size or contiguous extension of the primary tumor T using staging criteria from the American Joint Committee on Cancer AJCC 	Property					Yes			3045435	1 0					
	pihl	HTAN Batch 1	264	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	AJCC Staging System Edition	AJCC Staging System Edition		The text term used to describe the version or edition of the American Joint Committee on Cancer Staging Handbooks a publication by the group formed for the purpose of developing a system of staging for cancer that is acceptable to the American medical profession and is compatible with other accepted classifications 	Property					Yes			2722309	1 0					
	pihl	HTAN Batch 1	265	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Anaplasia Present	Anaplasia Present		Yes no unknown Not Reported indicator used to describe whether anaplasia was present at the time of diagnosis 	Property					Yes			6059599	1 0					
	pihl	HTAN Batch 1	266	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Yes - Anaplasia Present	Yes - Anaplasia Present		Indicates anaplasia is present	Property					Yes					Diagnosis				
	pihl	HTAN Batch 1	267	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Anaplasia Present Type	Anaplasia Present Type		The text term used to describe the morphologic findings indicating the presence of a malignant cellular infiltrate characterized by the presence of large pleomorphic cells necrosis and high mitotic activity in a tissue sample 	Property					Yes			4925534	1 0					
	pihl	HTAN Batch 1	268	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Best Overall Response	Best Overall Response		The best improvement achieved throughout the entire course of protocol treatment 	Property					Yes			2003324	4 0					
	pihl	HTAN Batch 1	269	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Breslow Thickness	Breslow Thickness		The number that describes the distance in millimeters between the upper layer of the epidermis and the deepest point of tumor penetration 	Property					Yes			64809	3 0					
	pihl	HTAN Batch 1	270	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Classification of Tumor	Classification of Tumor		Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint 	Property					Yes			3288124	1 0					
	pihl	HTAN Batch 1	271	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Days to Diagnosis	Days to Diagnosis		Number of days between the date used for index and the date the patient was diagnosed with the malignant disease If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes			6154733	1 0					
	pihl	HTAN Batch 1	272	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	First Symptom Prior to Diagnosis	First Symptom Prior to Diagnosis		Text term used to describe the patient s first symptom experienced prior to diagnosis and thought to be related to the disease 	Property					Yes			6133605	1 0					
	pihl	HTAN Batch 1	273	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Gross Tumor Weight	Gross Tumor Weight		Numeric value used to describe the gross pathologic tumor weight measured in grams 	Property					Yes			6133606	1 0					
	pihl	HTAN Batch 1	274	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Laterality	Laterality		For tumors in paired organs designates the side on which the cancer originates 	Property					Yes			827	3 0					
	pihl	HTAN Batch 1	275	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Lymph Nodes Positive	Lymph Nodes Positive		The number of lymph nodes involved with disease as determined by pathologic examination 	Property					Yes			89	3 0					
	pihl	HTAN Batch 1	276	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Lymph Nodes Tested	Lymph Nodes Tested		The number of lymph nodes tested to determine whether lymph nodes were involved with disease as determined by a pathologic examination 	Property					Yes			3	3 0					
	pihl	HTAN Batch 1	277	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Lymphatic Invasion Present	Lymphatic Invasion Present		A yes no indicator to ask if small or thin walled vessel invasion is present indicating lymphatic involvement	Property					Yes			64171	3 0					
	pihl	HTAN Batch 1	278	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Metastasis at Diagnosis	Metastasis at Diagnosis		The text term used to describe the extent of metastatic disease present at diagnosis 	Property					Yes			6133614	1 0					
	pihl	HTAN Batch 1	279	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Metastasis at Diagnosis Site	Metastasis at Diagnosis Site		Text term to identify an anatomic site in which metastatic disease involvement is found 	Property					Yes			3029815	1 0					
	pihl	HTAN Batch 1	280	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Method of Diagnosis	Method of Diagnosis		Text term used to describe the method used to confirm the patients malignant diagnosis 	Property					Yes			6161031	1 0					
	pihl	HTAN Batch 1	281	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Mitotic Count	Mitotic Count		The number of mitoses identified under the microscope in tumors The method of counting varies according to the specific tumor examined Usually the mitotic count is determined based on the number of mitoses per high power field 40X or 10 high power fields 	Property					Yes					Diagnosis				
	pihl	HTAN Batch 1	282	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Percent Tumor Invasion	Percent Tumor Invasion		The percentage of tumor cells spread locally in a malignant neoplasm through infiltration or destruction of adjacent tissue 	Property					Yes					Diagnosis				
	pihl	HTAN Batch 1	283	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Peritoneal Fluid Cytological Status	Peritoneal Fluid Cytological Status		The text term used to describe the malignant status of the peritoneal fluid determined by cytologic testing 	Property					Yes			6690681	1 0					
	pihl	HTAN Batch 1	284	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Perineural Invasion Present	Perineural Invasion Present		A yes no indicator to ask if perineural invasion or infiltration of tumor or cancer is present 	Property					Yes			64181	3 0					
	pihl	HTAN Batch 1	285	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Residual Disease	Residual Disease		Text terms to describe the status of a tissue margin following surgical resection 	Property					Yes			2608702	1 0					
	pihl	HTAN Batch 1	286	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Synchronous Malignancy	Synchronous Malignancy		A yes no unknown indicator used to describe whether the patient had an additional malignant diagnosis at the same time the tumor used for sequencing was diagnosed If both tumors were sequenced both tumors would have synchronous malignancies 	Property					Yes			6142390	1 0					
	pihl	HTAN Batch 1	287	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Tumor Confined to Organ of Origin	Tumor Confined to Organ of Origin		The yes no unknown indicator used to describe whether the tumor is confined to the organ where it originated and did not spread to a proximal or distant location within the body 	Property					Yes			4925494	1 0					
	pihl	HTAN Batch 1	288	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Tumor Focality	Tumor Focality		The text term used to describe whether the patient s disease originated in a single location or multiple locations 	Property					Yes			3174022	1 0					
	pihl	HTAN Batch 1	289	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Tumor Largest Dimension Diameter	Tumor Largest Dimension Diameter		Numeric value used to describe the maximum diameter or dimension of the primary tumor measured in centimeters 	Property					Yes			64215	3 0					
	pihl	HTAN Batch 1	290	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Vascular Invasion Present	Vascular Invasion Present		The yes no indicator to ask if large vessel or venous invasion was detected by surgery or presence in a tumor specimen 	Property					Yes			64358	3 0					
	pihl	HTAN Batch 1	291	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Yes - Vascular Invasion Present	Yes - Vascular Invasion Present		Indicates venous invasion was detected by surgery or presence in a tumor specimen	Property					Yes					Diagnosis				
	pihl	HTAN Batch 1	292	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Vascular Invasion Type	Vascular Invasion Type		Text term that represents the type of vascular tumor invasion 	Property					Yes			3168001	1 0					
	pihl	HTAN Batch 1	293	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Year of Diagnosis	Year of Diagnosis		Numeric value to represent the year of an individual s initial pathologic diagnosis of cancer 	Property					Yes			2896960	1 0					
	pihl	HTAN Batch 1	294	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Morphology	Morphology		The third edition of the International Classification of Diseases for Oncology published in 2000 used principally in tumor and cancer registries for coding the site topography and the histology morphology of neoplasms The study of the structure of the cells and their arrangement to constitute tissues and finally the association among these to form organs In pathology the microscopic process of identifying normal and abnormal morphologic characteristics in tissues by employing various cytochemical and immunocytochemical stains A system of numbered categories for representation of data 	Property					Yes			3226275	1 0					
	pihl	HTAN Batch 1	295	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Topography Code	Topography Code		Topography Code indicating site within the body based on ICD O 3 	Property					Yes					Diagnosis				
	pihl	HTAN Batch 1	296	HTAN  Data Model		1.0.0	Diagnosis	Diagnosis		Node	Additional Topography	Additional Topography		Topography not included in the ICD O 3 Topography codes 	Property					Yes					Diagnosis				
	pihl	HTAN Batch 1	297	HTAN  Data Model		1.0.0	ERCC	ERCC		Node	Spike In Concentration	Spike In Concentration		The final concentration or dilution for commercial sets of the spike in mix PMID 21816910 	Property					Yes					ERCC				
	pihl	HTAN Batch 1	298	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM instrument	EM instrument		Make and model of the EM instrument used	Property			str		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	299	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM method	EM method		Electron microscopy method used	Property					Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	300	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM signal or contrast mech	EM signal or contrast mech		How the electron microscopy signal is generated from the sample	Property					Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	301	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM dwell or exposure time	EM dwell or exposure time		Duration in microseconds µs of electron beam data collection per pixel or frame	Property			num		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	302	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM voltage	EM voltage		Accelerating voltage in kiloelectronvolts keV 	Property			num		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	303	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM beam current	EM beam current		Beam current in nanoamps nA 	Property			num 		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	304	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM spot size	EM spot size		Beam spot size in micrometers µm 	Property			num 		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	305	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM stage tilt	EM stage tilt		Physical stage tilt in degrees with respect to the electron beam	Property			num		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	306	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM signal processing	EM signal processing		SNR improvement strategies used	Property					Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	307	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	EM contrast type	EM contrast type		Does the image use standard SEM contrast or TEM contrast	Property					Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	308	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	Tile overlap X	Tile overlap X		Percentage of image overlap to allow tile stitching in x direction	Property			num		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	309	HTAN  Data Model		1.0.0	Electron Microscopy Level 1	Electron Microscopy Level 1		Node	Tile overlap Y	Tile overlap Y		Percentage of image overlap to allow tile stitching in x direction	Property			num		Yes					Electron Microscopy Level 1				
	pihl	HTAN Batch 1	310	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Smoking Exposure	Smoking Exposure		Indicate if individual has smoking exposure	Property					Yes					Exposure				
	pihl	HTAN Batch 1	311	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Yes - Smoking Exposure	Yes - Smoking Exposure		Individual has been exposed to smoke requires additional metadata	Property					Yes					Exposure				
	pihl	HTAN Batch 1	312	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Pack Years Smoked	Pack Years Smoked		Numeric computed value to represent lifetime tobacco exposure defined as number of cigarettes smoked per day x number of years smoked divided by 20 	Property					Yes			2955385	1 0					
	pihl	HTAN Batch 1	313	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Years Smoked	Years Smoked		Numeric value or unknown to represent the number of years a person has been smoking 	Property					Yes			3137957	1 0					
	pihl	HTAN Batch 1	314	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Alcohol Exposure	Alcohol Exposure		Indicate if individual has alcohol exposure	Property					Yes					Exposure				
	pihl	HTAN Batch 1	315	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Yes - Alcohol Exposure	Yes - Alcohol Exposure		Individual has been exposed to alcohol	Property					Yes					Exposure				
	pihl	HTAN Batch 1	316	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Alcohol Days Per Week	Alcohol Days Per Week		Numeric value used to describe the average number of days each week that a person consumes an alcoholic beverage 	Property			int		Yes			3114013	1 0					
	pihl	HTAN Batch 1	317	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Alcohol Drinks Per Day	Alcohol Drinks Per Day		Numeric value used to describe the average number of alcoholic beverages a person consumes per day 	Property					Yes			3124961	1 0					
	pihl	HTAN Batch 1	318	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Alcohol History	Alcohol History		A response to a question that asks whether the participant has consumed at least 12 drinks of any kind of alcoholic beverage in their lifetime 	Property					Yes			2201918	1 0					
	pihl	HTAN Batch 1	319	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Alcohol Intensity	Alcohol Intensity		Category to describe the patient s current level of alcohol use as self reported by the patient 	Property					Yes			3457767	1 0					
	pihl	HTAN Batch 1	320	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Alcohol Type	Alcohol Type		Type of alcohol use	Property					Yes					Exposure				
	pihl	HTAN Batch 1	321	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Asbestos Exposure	Asbestos Exposure		The yes no unknown indicator used to describe whether the patient was exposed to asbestos 	Property					Yes			1253	3 0					
	pihl	HTAN Batch 1	322	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Cigarettes per Day	Cigarettes per Day		The average number of cigarettes smoked per day 	Property					Yes			2001716	4 0					
	pihl	HTAN Batch 1	323	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Coal Dust Exposure	Coal Dust Exposure		The yes no unknown indicator used to describe whether a patient was exposed to fine powder derived by the crushing of coal 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	324	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Environmental Tobacco Smoke Exposure	Environmental Tobacco Smoke Exposure		The yes no unknown indicator used to describe whether a patient was exposed to smoke that is emitted from burning tobacco including cigarettes pipes and cigars This includes tobacco smoke exhaled by smokers 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	325	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Radon Exposure	Radon Exposure		The yes no unknown indicator used to describe whether the patient was exposed to radon 	Property					Yes			2816352	1 0					
	pihl	HTAN Batch 1	326	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Respirable Crystalline Silica Exposure	Respirable Crystalline Silica Exposure		The yes no unknown indicator used to describe whether a patient was exposured to respirable crystalline silica a widespread naturally occurring crystalline metal oxide that consists of different forms including quartz cristobalite tridymite tripoli ganister chert and novaculite 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	327	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Smoking Frequency	Smoking Frequency		The text term used to generally decribe how often the patient smokes 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	328	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Secondhand Smoke as Child	Secondhand Smoke as Child		The text term used to indicate whether the patient was exposed to secondhand smoke as a child 	Property					Yes			6841888	1 0					
	pihl	HTAN Batch 1	329	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Smoke Exposure Duration	Smoke Exposure Duration		Text term used to describe the length of time the patient was exposed to an environmental factor 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	330	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Type of Smoke Exposure	Type of Smoke Exposure		The text term used to describe the patient s specific type of smoke exposure 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	331	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Marijuana smoke	Marijuana smoke		Marijuana smoke exposure	Property					Yes					Exposure				
	pihl	HTAN Batch 1	332	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Marijuana Use Per Week	Marijuana Use Per Week		Numeric value that represents the number of times the patient uses marijuana each day 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	333	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Tobacco Use per Day	Tobacco Use per Day		Numeric value that represents the number of times the patient uses tobacco each day 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	334	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Smokeless Tobacco Quit Age	Smokeless Tobacco Quit Age		Smokeless tobacco quit age	Property					Yes					Exposure				
	pihl	HTAN Batch 1	335	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Time between Waking and First Smoke	Time between Waking and First Smoke		The text term used to describe the approximate amount of time elapsed between the time the patient wakes up in the morning to the time they smoke their first cigarette 	Property					Yes			3279220	1 0					
	pihl	HTAN Batch 1	336	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Tobacco Smoking Onset Year	Tobacco Smoking Onset Year		The year in which the participant began smoking 	Property					Yes			2228604	1 0					
	pihl	HTAN Batch 1	337	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Tobacco Smoking Quit Year	Tobacco Smoking Quit Year		The year in which the participant quit smoking 	Property					Yes			2228610	1 0					
	pihl	HTAN Batch 1	338	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Tobacco Smoking Status	Tobacco Smoking Status		Category describing current smoking status and smoking history as self reported by a patient	Property					Yes			2181650	1 0					
	pihl	HTAN Batch 1	339	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Type of Tobacco Used	Type of Tobacco Used		The text term used to describe the specific type of tobacco used by the patient 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	340	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	COVID19 Occurrence Indicator	COVID19 Occurrence Indicator		The indicator that describes whether or not a COVID 19 infectious disorder occurred 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	341	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	COVID19 Current Status	COVID19 Current Status		The patient s current COVID 19 status of sign or symptom events or interventions	Property					Yes					Exposure				
	pihl	HTAN Batch 1	342	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	COVID19 Positive Lab Test Indicator	COVID19 Positive Lab Test Indicator		The indicator that describes whether or not there was a COVID 19 positive test result 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	343	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	COVID19 Antibody Testing	COVID19 Antibody Testing		Text term that demonstrates the test results of immunoglobulin M IgM and immunoglobulin G IgG antibodies to the SARS CoV 2 virus in subject serum samples 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	344	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	COVID19 Complications Severity	COVID19 Complications Severity		Text term that retrospectively indicates the worst complications during COVID 19 infectious disorder in the patient 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	345	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	COVID19 Cancer Treatment Followup	COVID19 Cancer Treatment Followup		Indicator that describes if cancer treatment was modified for the patient due to COVID 19 infectious disorder	Property					Yes					Exposure				
	pihl	HTAN Batch 1	346	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Ecig vape use	Ecig vape use		Use of non traditional cigarette nicotine delivery device electronic cigarette ENDS electronic nicotine delivery system 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	347	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Ecig vape 30 day use num	Ecig vape 30 day use num		Number of days e cigarettes or vaping device was used in the last 30 days	Property					Yes					Exposure				
	pihl	HTAN Batch 1	348	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Ecig vape times per day	Ecig vape times per day		e cig frequency of use times per day one time consists of around 15 puffs or lasts around 10 minutes 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	349	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Type of smoke exposure cumulative years	Type of smoke exposure cumulative years		The number of cumulative years of the patient s specific type of smoke exposure	Property					Yes					Exposure				
	pihl	HTAN Batch 1	350	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Chewing tobacco daily use count	Chewing tobacco daily use count		The quantity of daily use of tobacco in the form of a plug usually flavored for chewing rather than smoking 	Property					Yes					Exposure				
	pihl	HTAN Batch 1	351	HTAN  Data Model		1.0.0	Exposure	Exposure		Node	Second hand smoke exposure years	Second hand smoke exposure years		The number of cumulative years of the patient s exposure to second hand cigarette smoke	Property					Yes					Exposure				
	pihl	HTAN Batch 1	352	HTAN  Data Model		1.0.0	Family History	Family History		Node	Relationship Gender	Relationship Gender		The text term used to describe the gender of the patient s relative with a history of cancer 	Property					Yes			6161021	1 0					
	pihl	HTAN Batch 1	353	HTAN  Data Model		1.0.0	Family History	Family History		Node	Relationship Age at Diagnosis	Relationship Age at Diagnosis		The age in years when the patient s relative was first diagnosed 	Property					Yes			5300571	1 0					
	pihl	HTAN Batch 1	354	HTAN  Data Model		1.0.0	Family History	Family History		Node	Relationship Primary Diagnosis	Relationship Primary Diagnosis		The text term used to describe the malignant diagnosis of the patient s relative with a history of cancer 	Property					Yes			6161022	1 0					
	pihl	HTAN Batch 1	355	HTAN  Data Model		1.0.0	Family History	Family History		Node	Relationship Type	Relationship Type		The subgroup that describes the state of connectedness between members of the unit of society organized around kinship ties 	Property					Yes			2690165	2 0					
	pihl	HTAN Batch 1	356	HTAN  Data Model		1.0.0	Family History	Family History		Node	Relative with Cancer History	Relative with Cancer History		The yes no unknown indicator used to describe whether any of the patient s relatives have a history of cancer 	Property					Yes			6161023	1 0					
	pihl	HTAN Batch 1	357	HTAN  Data Model		1.0.0	Family History	Family History		Node	Relatives with Cancer History Count	Relatives with Cancer History Count		The number of relatives the patient has with a known history of cancer 	Property					Yes					Family History				
	pihl	HTAN Batch 1	358	HTAN  Data Model		1.0.0	Family History	Family History		Node	Yes - Cancer History Relative	Yes - Cancer History Relative		Individual has a relative with cancer history	Property					Yes					Family History				
	pihl	HTAN Batch 1	359	HTAN  Data Model		1.0.0	Family History	Family History		Node	Family Member Vital Status Indicator	Family Member Vital Status Indicator		The response indicates whether the family member of the patient with a history of cancer is alive Extension to GDC attributes in Family History Tier 1 	Property					Yes					Family History				
	pihl	HTAN Batch 1	360	HTAN  Data Model		1.0.0	Family History	Family History		Node	Known Genetic Predisposition Mutation	Known Genetic Predisposition Mutation		A yes no unknown indicator to identify whether there is a known genetic predisposition mutation present in the patient 	Property					Yes					Family History				
	pihl	HTAN Batch 1	361	HTAN  Data Model		1.0.0	Family History	Family History		Node	Hereditary Cancer Predisposition Syndrome	Hereditary Cancer Predisposition Syndrome		History of presence of inherited genetic predisposition syndrome that confers heightened susceptibility to cancer in the patient 	Property					Yes					Family History				
	pihl	HTAN Batch 1	362	HTAN  Data Model		1.0.0	Family History	Family History		Node	Cancer Associated Gene Mutations	Cancer Associated Gene Mutations		Type of inherited germline or other gene mutations that confers heightened susceptibility to cancer identified in patient history	Property					Yes					Family History				
	pihl	HTAN Batch 1	363	HTAN  Data Model		1.0.0	File	File		Node	HTAN Data File ID	HTAN Data File ID		Self identifier for this data file HTAN ID of this file HTAN ID SOP eg HTANx_yyy_zzz 	Property			regex match HTA 1 9 1 0 6 _ EXT 0 9 d 0000 _ 0 9 d 0000 warning		Yes					File				
	pihl	HTAN Batch 1	364	HTAN  Data Model		1.0.0	File	File		Node	HTAN Parent Data File ID	HTAN Parent Data File ID		HTAN Data File Identifier indicating the file s from which these files were derived	Property					Yes					File				
	pihl	HTAN Batch 1	365	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Days to Follow Up	Days to Follow Up		Number of days between the date used for index and the date of the patient s last follow up appointment or contact If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes			6154727	1 0					
	pihl	HTAN Batch 1	366	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Adverse Event	Adverse Event		Text that represents the Common Terminology Criteria for Adverse Events low level term name for an adverse event 	Property					Yes			3125302	1 1					
	pihl	HTAN Batch 1	367	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	BMI	BMI		A calculated numerical quantity that represents an individual s weight to height ratio 	Property					Yes			2006410	3 0					
	pihl	HTAN Batch 1	368	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Cause of Response	Cause of Response		The text term used to describe the suspected cause or reason for the patient disease response 	Property					Yes			6161025	1 0					
	pihl	HTAN Batch 1	369	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Comorbidity	Comorbidity		The text term used to describe a comorbidity disease which coexists with the patient s malignant disease 	Property					Yes			2970715	1 0					
	pihl	HTAN Batch 1	370	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Comorbidity Method of Diagnosis	Comorbidity Method of Diagnosis		The text term used to describe the method used to diagnose the patient s comorbidity disease 	Property					Yes			6142386	1 0					
	pihl	HTAN Batch 1	371	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Days to Adverse Event	Days to Adverse Event		Number of days between the date used for index and the date of the patient s adverse event If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes			6154728	1 0					
	pihl	HTAN Batch 1	372	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Days to Comorbidity	Days to Comorbidity		Number of days between the date used for index and the date the patient was diagnosed with a comorbidity If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes			6154729	1 0					
	pihl	HTAN Batch 1	373	HTAN  Data Model		1.0.0	Follow Up	Follow Up		Node	Days to Recurrence	Days to Recurrence		Number of days between the date used for index and the date the patient s disease recurred If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes			6154731	1 0					
