	DO NOT USE	Batch User	Batch Name	Seq ID	Model Name	Model Description	Model ID (Update Only)	Model Version	Context	Primary Modeling Language	Model Type	Element Name	Element Physical Name	Element Description	Element Type	Characteristic Name	Characteristic Physical Name	Characteristics Order	Characteristic Description	Characteristic Type	Characteristic Min Length	Characteristic Max Length	Characteristic Data Type	Characteristic Mandatory	Characteristics PK?	Characteristic Default	CDE ID	CDE Version	Element Mapping Group (Optional if no CDE is associated)	Comments	Characteristic FK?	FK Element Name	FK Element Name
87		pihl	CRDC Batch 1	88	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	radiotherapy	radiotherapy		Node	radiation_frequency	radiation_frequency		The frequency at which the radiotherapy in question was administered br NOT CURRENTLY ASSIGNED ANY CDE	string				Yes					radiotherapy				
88		pihl	CRDC Batch 1	89	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	radiotherapy	radiotherapy		Node	radiation_extent	radiation_extent		text	string				Yes					radiotherapy				
89		pihl	CRDC Batch 1	90	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	radiotherapy	radiotherapy		Node	radiotherapy_start_and_end	radiotherapy_start_and_end		The timeframe over which the radiotherapy in question was administered expressed as the number of days before or after study enrollment the radiotherapy was started and the number of days before or after study enrollment the radiotherapy ended br NOT CURRENTLY ASSIGNED ANY CDEtext	integer				Yes					radiotherapy				
90		pihl	CRDC Batch 1	91	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	radiotherapy	radiotherapy		Node	best_response_to_radiotherapy	best_response_to_radiotherapy		An indication as to the best overall response to the radiotherapy in question br Acceptable values currently in place are taken directly from ICDC if only to drive a discussion as to what values would be more most appropriate br NOT CURRENTLY ASSIGNED ANY CDE					Yes					radiotherapy				
91		pihl	CRDC Batch 1	92	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	subject_status	subject_status		Node	subject_status_id	subject_status_id		A unique identifier of each subject_status record used to identify the correct subject_status records during data updates The value of this property will generally be the same as the value of the subject_id property br NO CDE REQUIRED	string				Yes					subject_status				
92		pihl	CRDC Batch 1	93	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	subject_status	subject_status		Node	survival_status	survival_status		In CMB Data Submission 5a_FollowUp br The participant s survival state as being living or deceased br NEW CDE ID 2847330 br OLD CDE ID 7050072					Yes					subject_status				
93		pihl	CRDC Batch 1	94	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	subject_status	subject_status		Node	primary_cause_of_death	primary_cause_of_death		In CMB Data Submission 5a_DeathSummary br CDE ID 6421593	string				No			6421593						
94		pihl	CRDC Batch 1	95	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	subject_status	subject_status		Node	off_study	off_study		Infer from OFF_STUDY_DATE in CMB Data Submission 5a_OffStudy br NOT CURRENTLY ASSIGNED ANY CDE					Yes					subject_status				
95		pihl	CRDC Batch 1	96	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	subject_status	subject_status		Node	off_study_reason	off_study_reason		In CMB Data Submission 5a_OffStudy br Enumerated via a long list of 40 acceptable terms but do these in fact represent the values CMB has uses br CDE ID 6355981					No			6355981						
96		pihl	CRDC Batch 1	97	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	specimen_id	specimen_id		CMB s Biospecimen ID br NO CDE REQUIRED br This property is used as the key via which child records e g data files generated via Oncomine panel analyses can be associated with the appropriate specimen during data loading and to identify the correct records during data updates 	string				Yes					specimen				
97		pihl	CRDC Batch 1	98	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	parent_specimen_id	parent_specimen_id		CMB s Parent Biospecimen ID br NOT CURRENTLY ASSIGNED ANY CDE	string				Yes					specimen				
98		pihl	CRDC Batch 1	99	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	parent_specimen_type	parent_specimen_type		Acceptable values taken straight from the CMB Catalog Site br NOT CURRENTLY ASSIGNED ANY CDE					Yes					specimen				
99		pihl	CRDC Batch 1	100	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	specimen_type	specimen_type		Acceptable values taken straight from the CMB Catalog Site br NOT CURRENTLY ASSIGNED ANY CDE					Yes					specimen				
100		pihl	CRDC Batch 1	101	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	obi_specimen_type	obi_specimen_type		This doesn t match the caDSR record of Specimen Material OBIB Source for CDE ID 11253427 br The kind of material that forms the sample as captured in the Ontology for Biobanking OBIB a specimen subset of the Ontology for Biomedical Investigations OBI 	integer				No					specimen				
101		pihl	CRDC Batch 1	102	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	anatomical_collection_site	anatomical_collection_site		This is CMB s version of sample site br Acceptable values currently specified none of which are sourced from actual data are to be used only for generation of mock data br NOT CURRENTLY ASSIGNED ANY CDE					Yes					specimen				
102		pihl	CRDC Batch 1	103	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	type_of_tissue	type_of_tissue		This is caDSR s version of CMB Catalog s Tissue Category br Acceptable values taken from the caDSR s definition of the data element br CDE ID 7003892					Yes			7003892						
103		pihl	CRDC Batch 1	104	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	tissue_category	tissue_category		Based upon the values in use this is CMB Catalog s version of caDSR Tissue Type aka CTDC type_of_tissue br Acceptable values taken straight from the CMB Catalog Site br NOT CURRENTLY ASSIGNED ANY CDE					Yes					specimen				
104		pihl	CRDC Batch 1	105	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	icd_o_3_tissue_morphology	icd_o_3_tissue_morphology		The coded result of analyzing the microscopic anatomy of normal and abnormal cells and tissues of the specimen by examining a thin slice section under a light optical or electron microscope The code represents the histology of the disease using the third edition of the International Classification of Diseases for Oncology br Acceptable values currently specified none of which are sourced from actual data are to be used only for generation of mock data br CDE ID 11326261					No					specimen				
105		pihl	CRDC Batch 1	106	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	assessment_timepoint	assessment_timepoint		CMB Catalog Site s Collection Timepoint br CDE ID 7065963					Yes			7065963						
106		pihl	CRDC Batch 1	107	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	collection_date	collection_date		From the CMB perspective this may be equivalent to days_from_diagnosis_to_specimen_collection now block commented out CDE ID 11253404 with collection date indexed to enrollment date br CDE ID 6401821					Yes			6401821						
107		pihl	CRDC Batch 1	108	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	collection_method	collection_method		text	string				Yes					specimen				
108		pihl	CRDC Batch 1	109	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	specimen	specimen		Node	fixative	fixative		text					Yes					specimen				
109		pihl	CRDC Batch 1	110	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_name	data_file_name		The literal label for an electronic data file br CDE ID 11284037	string				Yes					data_file				
110		pihl	CRDC Batch 1	111	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_type	data_file_type		A curated indicator as to the type of content represented by the data file br NOT CURRENTLY ASSIGNED ANY CDE					Yes					data_file				
111		pihl	CRDC Batch 1	112	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_description	data_file_description		A free text field that can be used to document the content and other details about an electronic file that may not be captured elsewhere For example the file s derivation from a specimen of normal tissue versus tumor tissue br CDE ID 11280338	string				Yes					data_file				
112		pihl	CRDC Batch 1	113	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_format	data_file_format		A defined organization or layout representing and structuring data in a computer file the electronic format of the file as derived during file validation br CDE ID 11416926	string				Yes					data_file				
113		pihl	CRDC Batch 1	114	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_size	data_file_size		The measure expressed in bytes as to how much space a data file takes up on a storage medium br CDE ID 11479876	number				Yes					data_file				
114		pihl	CRDC Batch 1	115	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_checksum_value	data_file_checksum_value		A small sized block of data derived from a file for the purpose of detecting errors that may have been introduced during file transmission and or storage and used to verify data integrity br CDE ID 11480133	string				Yes					data_file				
115		pihl	CRDC Batch 1	116	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_checksum_type	data_file_checksum_type		The method by which the file checksum was calculated br CDE ID 11475057					Yes					data_file				
116		pihl	CRDC Batch 1	117	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_compression_status	data_file_compression_status		The state of data when saved to storage space or during data transmission br CDE ID 11387114					Preferred					data_file				
117		pihl	CRDC Batch 1	118	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_uuid	data_file_uuid		text NO CDE REQUIRED	string				Yes					data_file				
118		pihl	CRDC Batch 1	119	CTDC	CTDC Data model		1.3	CRDC	YAML	Physical Model	data_file	data_file		Node	data_file_location	data_file_location		The specific location within the S3 storage bucket at which the file is stored expressed in terms of a unique url br NO CDE REQUIRED	string				Yes					data_file				
